CASENUM,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
202203886858,2,1,1JJV532D*JL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202203890425,1,1,1UYVS248*K7******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
202203891050,2,1,1S9E0222*G1303***,2023-07-21 02:47:50,0,6,TRAILER,13596,"SUN COAST TRAILER MANUFACTURERS, INC.",4343,SUN COAST TRAILER,9147,Sun Coast Trailer,2016,,,6,UNITED STATES (USA),FLORIDA,CORAL SPRINGS,"Sun Coast Trailer Manufacturers, Inc.",,,,61,Trailer,,,,,5,Enclosed Trailer,,,22.000,,2,,
202203892558,1,1,13N24820*C1******,2023-07-21 02:47:50,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2012,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,61,Drop Deck Trailer,,,48.000,,2,,
202203892569,1,1,1STJPYJ2*8J******,2023-07-21 02:47:50,0,6,TRAILER,7436,AIRSTREAM INC.,10805,AIRSTREAM,30096,Safari,2008,,,6,UNITED STATES (USA),OHIO,JACKSON CENTER,,,,"Body Type: Semi-monocoque, 102"" wide body, continuous curved, shiny aluminum shell, contoured window glass, frames, and doors",61,Trailer,,,,,,,,,26.000,"Type of Trailer/Motorhome: Center Bath, Split",2,,
202203895190,3,1,575CB121*GU******,2023-07-21 02:47:50,0,6,TRAILER,16014,"UNIVERSAL TRAILER CARGO GROUP, INC.",6061,HAULMARK,15856,Haulmark Trailer,2016,,,6,UNITED STATES (USA),UTAH,OGDEN,,,,,61,Trailer,,,,,101,Other,30,Other,12.000,Enclosed or Flatbed Trailer,1,,
202203895456,1,1,3H3V532K*NS******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2022,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
202203895511,2,1,5JLSP432*65******,2023-07-21 02:47:50,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2006,,,6,UNITED STATES (USA),TEXAS,RHOME,,,,Body Shape: Flo,61,Trailer,,,,,103,Bulk,,,43.000,Al Pneumatic,2,,
202203895513,1,1,1UYVS253*N2******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202203897397,1,1,1JJV532F*WF******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4963,FRUEHUAF,12125,Fruehuaf,1998,,,6,UNITED STATES (USA),IOWA,FORT MADISON,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202203898365,2,1,1JJV482D*FL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,48.000,,2,,
202203905604,2,1,3H3V482C*LT******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,48.000,Material: Aluminum/Steel,2,,
202203906177,2,1,5RTBE061*HD******,2023-07-21 02:47:50,0,6,TRAILER,8704,LARK UNITED MANUFACTURING INC.,2208,LARK UNITED MANUFACTURING,5996,Lark United Manufacturing,2017,,,6,UNITED STATES (USA),GEORGIA,DOUGLAS,,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,6.000,,1,,
202203906287,2,1,1DW1A532*3S******,2023-07-21 02:47:50,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2003,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202203914524,1,1,13N14820*N1******,2023-07-21 02:47:50,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2022,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
202203914986,2,1,1GRAP561*GK******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van / Reefer Van / Insulated Van,1,,
202203914986,2,2,1JJV281D*HL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
202203917406,1,1,1GR1A962*LB******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,6,Kingpin,48.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
202203919716,2,1,1UYVS253*1U******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2001,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202203920348,3,1,3H3V532K*NJ******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2022,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
202203920550,1,1,1E9E6DV2*CA505***,2023-07-21 02:47:50,0,6,TRAILER,7751,"E-PAK MANUFACTURING, LLC",1270,E-PAK MANUFACTURING,4605,E-PAK MANUFACTURING,2012,,,6,UNITED STATES (USA),OHIO,WOOSTER,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,6,Kingpin,51.000,,2,,
202203921848,1,1,1UYVS253*N7******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202203922549,2,1,5VGFG532*LL******,2023-07-21 02:47:50,0,6,TRAILER,16370,"KAUFMAN TRAILERS OF NC, INC.",6614,KAUFMAN TRAILERS OF NC,17977,KAUFMAN TRAILERS OF NC,2020,,,6,UNITED STATES (USA),NORTH CAROLINA,LEXINGTON,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,3,Gooseneck,53.000,LD Gooseneck Flatbed Trailer,2,,
202203925561,1,1,573FR362*M9******,2023-07-21 02:47:50,0,6,TRAILER,12235,"GRAND DESIGN RV, LLC",1336,GRAND DESIGN RECREATIONAL,18130,Reflection,2021,Narrow Body,,6,UNITED STATES (USA),INDIANA,MIDDLEBURY,Plant 9,,,"11450 CR 2, Middlebury, IN 46540",61,Trailer,,,,,80,Rec. Trailer,5,Fifth Wheel,36.000,Fifth Wheel Hitch,2,,
202203927773,3,1,1GRAA062*5G******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),MISSISSIPPI,GREENVILLE,,,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202203930797,1,1,7J519GL2*MB******,2023-07-21 02:47:50,0,6,TRAILER,15828,WHITE RIVER MARINE GROUP LLC,8645,WHITE RIVER MARINE GROUP,22696,White River Marine Group,2021,17NZ20,,6,UNITED STATES (USA),MISSOURI,OZARK,,,,,61,Trailer,,,,,2,Boat Trailer,1,Ball Type Pull,23.000,,2,,
202203934623,1,1,13N15320*M1******,2023-07-21 02:47:50,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2021,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,53.000,,2,,
202203936739,2,1,10HHBC10*Y1******,2023-07-21 02:47:50,0,6,TRAILER,12469,"HUDSON BROTHERS TRAILER MFG., INC.",11054,HUDSON BROTHERS,28852,HBC10,2000,Pro Series,,6,UNITED STATES (USA),NORTH CAROLINA,INDIAN TRAIL,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,1,Ball Type Pull,14.000,,2,,
202203938569,2,1,1W15452A*K6******,2023-07-21 02:47:50,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2019,,,6,UNITED STATES (USA),MISSOURI,MOBERLY,,,,Type of suspension: Air Ride,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,45.000,,2,,
202203941412,2,1,1E1H5Y28*HR******,2023-07-21 02:47:50,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2017,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,,,48.000,Standard Flat Bed Trailer,2,,
202203942670,2,1,5HTAB442*T7******,2023-07-21 02:47:50,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",1996,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,44.000,AL 306/406,2,,
202203943946,4,1,13N14520*N1******,2023-07-21 02:47:50,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2022,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: None,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,45.000,,2,,
202203944524,2,1,1KKVD281*KL******,2023-07-21 02:47:50,0,6,TRAILER,2340,KENTUCKY MANUFACTURING CO.,2048,KENTUCKY,30821,Drop Trailer,2019,,,6,UNITED STATES (USA),KENTUCKY,LOUISVILLE,Kentucky Manufacturing Co.,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
202203946074,2,1,3H3V482C*JT******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,48.000,Material: Aluminum/Steel,2,,
202203947188,1,1,1JJV532Y*KL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,10950,Chassis,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202203952285,1,1,5JYLP402*DP******,2023-07-21 02:47:50,0,6,TRAILER,2290,PITTS ENTERPRISES INC,2831,PITTS TRAILERS,6775,Pitts Trailers,2013,,,6,UNITED STATES (USA),ALABAMA,PITTSVIEW,,,,,61,Trailer,,,,,19,Logging Trailer,,,40.000,Trailer Type: Plantation,2,,
202203955956,2,1,1GRAA062*6J******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202203956949,2,1,50ZBE116*NN******,2023-07-21 02:47:50,0,6,TRAILER,19448,QUALITY CARGO TRAILERS LLC,10185,"QUALITY CARGO, LLC",26504,"Quality Cargo, LLC",2022,,,6,UNITED STATES (USA),GEORGIA,NASHVILLE,,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,11.000,,6,,
202203965378,2,1,1GRAP062*GK******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202203965866,2,1,5DN15442*DB******,2023-07-21 02:47:50,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2013,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,44.000,Transfer (Express Belt),2,,
202203968552,1,1,1JJV532D*GL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202203968924,2,1,1JJV532W*YL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2000,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202203974499,1,1,1RZ19C2C*62******,2023-07-21 02:47:50,0,6,TRAILER,6992,"CON-WAY MANUFACTURING, INC.",1881,CON-WAY MANUFACTURING,5385,CON-WAY MANUFACTURING,2006,,,6,UNITED STATES (USA),ARIZONA,SEARCY,,,,Body Construction = Smooth-side Aluminum,61,Trailer,,,,,131,Truck Campers,,,51.000,Length = greater than 50,2,,
202203978117,1,1,1JJV482W*WL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,1998,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,48.000,,2,,
202203980309,2,1,16VGX202*61******,2023-07-21 02:47:50,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2006,,,6,UNITED STATES (USA),TEXAS,ODESSA,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,16,Utility Trailer,3,Gooseneck,20.000,,2,,
202203981764,1,1,1GRDM962*VM******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1997,,,6,UNITED STATES (USA),TENNESSEE,MEMPHIS,,,,,61,Trailer,,,,,61,Drop Deck Trailer,4,Straight Semi/Semi Trailer,96.000,Body Type = Straight Deck/ Extendable,2,,
202203982553,2,1,1P9CC403*GB343***,2023-07-21 02:47:50,0,6,TRAILER,8027,PRATT INDUSTRIES (US) LLC,3015,PRATT INDUSTRIES,7027,Pratt Industries,2016,,,6,UNITED STATES (USA),MICHIGAN,BRIDGMAN,,,,,61,Trailer,,,,,46,Chassis,,,40.000,Type: Semitrailer,3,,
202203982564,2,1,1VRY1119*M1******,2023-07-21 02:47:50,0,6,TRAILER,10796,VERMEER MANUFACTURING COMPANY,3374,VERMEER,15417,BC1000,2021,,BC1000XL,6,UNITED STATES (USA),IOWA,PELLA,Vermeer Freeman Manufacturing Company,,,,61,Trailer,,,,,,,,,11.000,Body Type - Brush Chipper,1,,
202203983255,1,1,1JJV532D*GL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202203984688,2,1,3H3V532C*KR******,2023-07-21 02:47:50,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202203987459,2,1,1UYVS253*GP******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202203987844,2,1,1W14503A*J2******,2023-07-21 02:47:50,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2018,,,6,UNITED STATES (USA),IOWA,SIOUX CITY,,,,Type of suspension: Air Ride,61,Trailer,,,,,33,Grain Trailer,,,50.000,,3,,
202203993938,1,1,5V8VA532*MM******,2023-07-21 02:47:50,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2021,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,"Interior Post Aluminum Sheet Trailer (VIP, MaxCube)",,3,Tandem
202204001294,1,1,1M9SD282*7S567***,2023-07-21 02:47:50,0,6,TRAILER,2429,MONTONE TRAILERS LLC,8319,"MONTONE TRAILERS, LLC",22111,"Montone Trailers, LLC",2007,,,6,UNITED STATES (USA),SOUTH CAROLINA,DILLON,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,28.000,,2,,
202204001898,2,1,1DW1A532*ES******,2023-07-21 02:47:50,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2014,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204001905,2,1,5V8VC532*PM******,2023-07-21 02:47:50,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2023,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
202204003059,2,1,1W9GU282*5L364***,2023-07-21 02:47:50,0,6,TRAILER,9206,WYATT'S TRAILER SALES,7672,WYATT'S,20667,Wyatt's Trailer,2005,,,6,UNITED STATES (USA),TEXAS,LONGVIEW,,,,,61,Trailer,,,,,16,Utility Trailer,3,Gooseneck,28.000,,2,,
202204007991,2,1,4KPBG192*CP******,2023-07-21 02:47:50,1,6,TRAILER,17358,FRAKER MANUFACTURING CO.,7984,FRAKER MANUFACTURING CO.,21375,FRAKER MANUFACTURING CO,2012,,,6,UNITED STATES (USA),PENNSYLVANIA,NEWVILLE,,,,,61,Trailer,,,,,51,Box Trailer,3,Gooseneck,19.000,,2,,
202204013409,2,1,1GR1A062*LT******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,,61,Trailer,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
202204013711,2,1,1JJV281D*LL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
202204013711,2,2,1JJV281D*LL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
202204013725,2,1,1T9SC503*EB656***,2023-07-21 02:47:50,0,6,TRAILER,2304,"TRINITY TRAILER MFG., INC.",3552,"TRINITY TRAILER MFG., INC.",7903,"TRINITY TRAILER MFG., INC.",2014,,,6,UNITED STATES (USA),IDAHO,BOISE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,50.000,Commodity Body,3,,
202204014171,2,1,1D9BG532*G1609***,2023-07-21 02:47:50,0,6,TRAILER,11391,"DOONAN SPECIALIZED TRAILER, LLC",1335,DOONAN SPECIALIZED TRAILER,4689,Doonan Specialized Trailer,2016,,,6,UNITED STATES (USA),KANSAS,GREAT BEND,,,,,61,Trailer,,,,,61,Drop Deck Trailer,,,,Platform,2,,
202204016777,1,1,2H9MS213*4C080***,2023-07-21 02:47:50,1,6,TRAILER,17620,1469466 ONTARIO LIMITED CYCLE HAULER,8678,CYCLE HAULER,22737,1469466 Ontario Limited Cycle Hauler,2004,,,1,CANADA,ONTARIO,COLLINGWOOD,,,,,61,Trailer,10,"Class 1A: 3,000 lb or less (1,360 kg or less)",,,12,Motorcycle Trailer,,,,Steel,1,,
202204018509,2,1,1GRAA062*CW******,2023-07-21 02:47:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202204018536,2,1,4U1HT013*TA******,2023-07-21 02:47:50,0,6,TRAILER,17919,"DYNAWELD, INC.",9128,"DYNAWELD, INC.",23362,"Dynaweld, Inc.",1996,70XHBT,,6,UNITED STATES (USA),ILLINOIS,AURORA,,,,,61,Trailer,,,,,11,Lowboy/Low bed Trailer,,,1.000,Heavy Hauler,3,,
202204023191,1,1,1JJV532D*FL******,2023-07-21 02:47:50,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202204025798,2,1,1UYVS253*K6******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204029224,2,1,1UYVS253*1U******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2001,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202204031713,2,1,4B9BF202*LM163***,2023-07-21 02:47:50,0,6,TRAILER,17113,BIGFOOT TRAILERS LLC,7527,BIGFOOT TRAILERS LLC,20419,Bigfoot Trailers LLC,2020,,,6,UNITED STATES (USA),FLORIDA,MULBERRY,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,1,Ball Type Pull,20.000,,2,,
202204033376,2,1,1V9PD412*SN062***,2023-07-21 02:47:50,0,6,TRAILER,10999,VIKING TRAILERS,5688,VIKING TRAILER,14907,Viking Trailer,1995,Double Bolsters,,6,UNITED STATES (USA),TEXAS,NACOGDOCHES,,,,,61,Trailer,,,,,101,Other,,,41.000,"Pole, Piper or Log Transport Trailer",2,,
202204033581,1,1,1DW1C482*WS******,2023-07-21 02:47:50,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,1998,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,46,Chassis,4,Straight Semi/Semi Trailer,48.000,,2,,
202204034193,2,1,1UYVS240*N6******,2023-07-21 02:47:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,40.000,,2,,
