iter	TotalF1	MultiClass
880	0.9606175501	0.09027047651
881	0.9606091926	0.09025512604
882	0.9605965636	0.09024379337
883	0.9605920346	0.09021961548
884	0.9606515271	0.09020338099
885	0.9606725493	0.09018994536
886	0.960664171	0.09017070545
887	0.960672815	0.09015742716
888	0.9606685435	0.09015056438
889	0.9606687781	0.09014019744
890	0.9606813451	0.0901219939
891	0.960689937	0.0901075317
892	0.9607022564	0.0900994461
893	0.9606810846	0.09009152253
894	0.9606936076	0.09006212002
895	0.9607025835	0.09005008308
896	0.9607193554	0.09003185886
897	0.9607361324	0.09001786591
898	0.9607489289	0.09000994954
899	0.9607488671	0.08999710618
900	0.9607791522	0.08998884342
901	0.9608132049	0.08996593868
902	0.9608131998	0.08995831248
903	0.9608085765	0.08992467089
904	0.9607957054	0.08991069131
905	0.960821272	0.08989702731
906	0.9608296913	0.08988946092
907	0.9608339836	0.08987999924
908	0.960850884	0.08986819028
909	0.9608554428	0.08985943593
910	0.9608341248	0.0898365375
911	0.960855579	0.08982691852
912	0.9608598503	0.08981491102
913	0.9608678778	0.08980437158
914	0.9608508184	0.08978792707
915	0.9608718665	0.08977987038
916	0.9608847427	0.08977273068
917	0.9608638568	0.08975431441
918	0.9608678015	0.08974066353
919	0.9608849667	0.08972547238
920	0.9608593382	0.08971456164
921	0.9608892248	0.08969579634
922	0.9608931697	0.08968469839
923	0.9609271172	0.0896666333
924	0.9609185644	0.08966017811
925	0.9609273585	0.08965368785
926	0.9609275437	0.08963997265
927	0.9609403232	0.08962359026
928	0.9609577776	0.08961238553
929	0.9609710037	0.0895919948
930	0.9609667326	0.08958419405
931	0.9609922366	0.08957642995
932	0.9609752883	0.0895660544
933	0.9609759804	0.08955563013
934	0.9609800805	0.08954442335
935	0.9609633335	0.0895265156
936	0.9609720648	0.08950710902
937	0.9609934055	0.08948691961
938	0.9610358486	0.08944712116
939	0.9610406136	0.08943551219
940	0.9610444089	0.08942663459
941	0.9610487594	0.08940613847
942	0.9610573491	0.08939655632
943	0.9610443531	0.08938878352
944	0.9610913059	0.0893715568
945	0.9610486244	0.08935877536
946	0.9610745338	0.08934658905
947	0.9610743573	0.08932873749
948	0.9611211205	0.08931599023
949	0.9611507585	0.08930243356
950	0.9611337236	0.08929328142
951	0.9611553394	0.08927930956
952	0.9611591162	0.08925826661
953	0.9611591162	0.08925028336
954	0.9611469263	0.08924067222
955	0.9611845406	0.0892292083
956	0.961180392	0.08921828598
957	0.9611935967	0.08920229951
958	0.9612232341	0.08919196062
959	0.9612146318	0.08918501529
960	0.9612106401	0.08917212153
961	0.9612270207	0.08916165698
962	0.9612312123	0.08914897928
963	0.9612142836	0.08911493756
964	0.9612098298	0.08910715302
965	0.961226935	0.08909905051
966	0.9612486819	0.08906712906
967	0.9612356347	0.08905567943
968	0.9612409476	0.08903274851
969	0.9612277525	0.08901435097
970	0.9612325282	0.08900561981
971	0.9612449965	0.08899610222
972	0.9612530937	0.08898903876
973	0.9612527309	0.08897512967
974	0.9612870426	0.08896224713
975	0.9612616976	0.08894057544
976	0.9612740044	0.08892337723
977	0.9612782921	0.08890874891
978	0.961278785	0.08889876358
979	0.9612663045	0.08888695739
980	0.9612830348	0.08887491823
981	0.9613001348	0.08886294065
982	0.9613169283	0.08884960865
983	0.9613170627	0.08883637248
984	0.9613469948	0.08882253633
985	0.9613426374	0.08881655995
986	0.961329422	0.08880057345
987	0.9613423984	0.08878761653
988	0.9613385649	0.08877850306
989	0.9613386255	0.08876334765
990	0.9613521758	0.08873872411
991	0.9613352742	0.08872470994
992	0.9613394235	0.08871318258
993	0.961382441	0.08870443478
994	0.961374101	0.08869180661
995	0.9613784315	0.0886829036
996	0.961391423	0.08867046712
997	0.9614208444	0.08865666656
998	0.961386321	0.08862507043
999	0.9614072032	0.08861610649
